,tmdbId,Title,Year,genres
3033,31681,Hell in the Pacific,1968,Drama|War
3034,33666,The Glass Bottom Boat,1966,Comedy|Romance
3035,32274,Cradle Will Rock,1999,Drama
3036,10402,Deuce Bigalow: Male Gigolo,1999,Comedy
3037,497,The Green Mile,1999,Crime|Drama
3038,1715,The Cider House Rules,1999,Drama
3039,35118,Diamonds,1999,Mystery
3040,42739,The War Zone,1999,Drama|Thriller
3041,26162,The Bat Whispers,1930,Crime|Drama|Mystery
3042,25188,The Last Picture Show,1971,Drama
3043,15515,The 7th Voyage of Sinbad,1958,Action|Adventure|Fantasy
3044,75888,Blood on the Sun,1945,Drama|War
3045,1439,Anna and the King,1999,Drama|Romance
3046,2277,Bicentennial Man,1999,Drama|Romance|Sci-Fi
3047,10137,Stuart Little,1999,Children|Comedy|Fantasy
3048,10387,The Emperor and the Assassin,1999,Drama
3049,49948,Fantasia 2000,1999,Animation|Children|Musical|IMAX
3050,334,Magnolia,1999,Drama
3051,30237,Onegin,1999,Drama|Romance
3052,50116,Simpatico,1999,Comedy|Drama
3053,46435,Topsy-Turvy,1999,Comedy|Drama|Musical
3054,94260,The Alley Cats,1966,Drama
3055,22213,Boiling Point,1993,Action|Drama
3056,47070,Brenda Starr,1989,Adventure
3057,36492,Carnal Knowledge,1971,Comedy|Drama
3058,624,Easy Rider,1969,Adventure|Drama
3059,26578,The Falcon and the Snowman,1985,Crime|Drama|Thriller
3060,415072,Hi-Yo Silver,1940,Western
3061,43103,Room at the Top,1959,Drama
3062,43194,Ulysses,1954,Adventure
3063,9563,Any Given Sunday,1999,Drama
3064,1850,Man on the Moon,1999,Comedy|Drama
3065,926,Galaxy Quest,1999,Adventure|Comedy|Sci-Fi
3066,1213,The Talented Mr. Ripley,1999,Drama|Mystery|Thriller
3067,10471,Next Friday,2000,Comedy
3068,10400,The Hurricane,1999,Drama
3069,10397,Angela's Ashes,1999,Drama
3070,20761,Play it to the Bone,1999,Comedy|Drama
3071,12524,Titus,1999,Drama
3072,28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,Documentary
3073,36773,The Third Miracle,1999,Drama
3074,30814,Montana,1998,Action|Comedy|Crime|Drama
3075,10219,Snow Falling on Cedars,1999,Drama
3076,3558,"Girl, Interrupted",1999,Drama
3077,104878,Trans,1998,Drama
3078,41276,The Life and Times of Hank Greenberg,1998,Documentary
3079,17908,My Dog Skip,1999,Children|Drama
3080,10384,Supernova,2000,Adventure|Sci-Fi|Thriller
3081,125317,The Quarry,1998,Drama
3082,48233,The Terrorist,1998,Drama
3083,10236,The Way We Were,1973,Drama|Romance
3084,71067,Tess of the Storm Country,1922,Drama
3085,632,Stalag 17,1953,Drama|War
3086,11851,The Presidio,1988,Action|Crime|Romance|Thriller
3087,5924,Papillon,1973,Crime|Drama
3088,33734,Pal Joey,1957,Comedy|Drama|Musical|Romance
3089,14886,The Last Detail,1973,Comedy|Drama
3090,26617,Five Easy Pieces,1970,Drama
3091,11900,Even Dwarfs Started Small,1971,Drama|Horror
3092,10493,Dead Calm,1989,Thriller
3093,16241,The Boys from Brazil,1978,Action|Mystery|Thriller
3094,27632,Black Sunday,1960,Horror
3095,22160,Against All Odds,1984,Romance
3096,4460,The Snows of Kilimanjaro,1952,Adventure
3097,9644,Loaded Weapon 1,1993,Action|Comedy
3098,43455,The Loves of Carmen,1948,Drama
3099,13342,Fast Times at Ridgemont High,1982,Comedy|Drama|Romance
3100,35119,A Cry in the Dark,1988,Drama
3101,21256,Born to Win,1971,Drama
3102,14919,Batman: Mask of the Phantasm,1993,Animation|Children
3103,14040,American Flyers,1985,Drama
3104,75641,Voyage of the Damned,1976,Drama
3105,17343,Vampyros Lesbos,1971,Fantasy|Horror|Thriller
3106,22692,A Star Is Born,1937,Drama
3107,47620,Poison,1991,Drama
3108,2990,Pacific Heights,1990,Mystery|Thriller
3109,38775,Night Tide,1961,Drama
3110,10831,The Draughtsman's Contract,1982,Drama
3111,21193,Carmen,1984,Drama
3112,33078,A Zed & Two Noughts,1985,Drama
3113,16672,Woman in the Dunes,1964,Drama
3114,10472,Down to You,2000,Comedy|Romance
3115,123277,Hellhounds on My Trail,1999,Documentary
3116,79474,"Not Love, Just Frenzy",1996,Comedy|Drama|Thriller
3117,97805,Wirey Spindell,2000,Comedy
3118,53714,Another Man's Poison,1952,Crime|Drama
3119,21489,The Odessa File,1974,Thriller
3120,51392,The Saphead,1920,Comedy
3121,32600,Seven Chances,1925,Comedy
3122,110479,Smashing Time,1967,Comedy
3123,299121,Train Ride to Hollywood,1975,Comedy|Fantasy|Musical
3124,13005,Where the Buffalo Roam,1980,Comedy
3125,65134,Zachariah,1971,Comedy|Musical|Western
3126,121738,Kestrel's Eye,1998,Documentary
3127,18681,Eye of the Beholder,1999,Thriller
3128,75531,Isn't She Great?,2000,Comedy
3129,20468,The Big Tease,1999,Comedy
3130,14521,The Cup,1999,Comedy
3131,46835,Santitos,1999,Comedy
3132,10406,Encino Man,1992,Comedy
3133,14741,The Goodbye Girl,1977,Comedy|Romance
3134,32015,I Am Cuba,1964,Drama
3135,1883,Malcolm X,1992,Drama
3136,2005,Sister Act,1992,Comedy|Crime
3137,6279,Sister Act 2: Back in the Habit,1993,Comedy
3138,11087,The Hand That Rocks the Cradle,1992,Drama|Thriller
3139,7305,Alive,1993,Drama
3140,24735,Agnes of God,1985,Drama|Mystery
3141,9475,Scent of a Woman,1992,Drama
3142,8872,Wayne's World,1992,Comedy
3143,8873,Wayne's World 2,1993,Comedy
3144,11287,A League of Their Own,1992,Comedy|Drama
3145,9869,Patriot Games,1992,Action|Crime|Drama|Thriller
3146,619,The Bodyguard,1992,Drama|Romance|Thriller
3147,9374,Death Becomes Her,1992,Comedy|Fantasy
3148,11259,Far and Away,1992,Adventure|Drama|Romance
3149,8293,Howards End,1992,Drama
3150,11068,Singles,1992,Comedy|Drama|Romance
3151,1923,Twin Peaks: Fire Walk with Me,1992,Crime|Drama|Mystery|Thriller
3152,10158,White Men Can't Jump,1992,Comedy|Drama
3153,10206,Buffy the Vampire Slayer,1992,Action|Comedy|Horror
3154,11782,Hard-Boiled,1992,Action|Crime|Drama|Thriller
3155,10086,Man Bites Dog,1992,Comedy|Crime|Drama|Thriller
3156,9367,El Mariachi,1992,Action|Crime|Thriller|Western
3157,9876,Stop! Or My Mom Will Shoot,1992,Action|Comedy
3158,10326,Forever Young,1992,Drama|Romance|Sci-Fi
3159,16562,The Cutting Edge,1992,Comedy|Drama|Romance
3160,9609,Of Mice and Men,1992,Drama
3161,12143,Bad Lieutenant,1992,Crime|Drama
3162,4234,Scream 3,2000,Comedy|Horror|Mystery|Thriller
3163,9605,Single White Female,1992,Drama|Thriller
3164,8374,The Boondock Saints,2000,Action|Crime|Drama|Thriller
3165,29076,Gun Shy,2000,Comedy
3166,80471,Beloved/Friend,1999,Drama
3167,49477,Gendernauts,1999,Documentary
3168,121940,Knockout,2000,Action|Drama
3169,28156,The Baby,1973,Horror
3170,113096,The Brandon Teena Story,1998,Documentary
3171,106837,Different for Girls,1996,Comedy
3172,24349,Minnie and Moskowitz,1971,Action
3173,27841,They Might Be Giants,1971,Comedy|Mystery|Romance
3174,1907,The Beach,2000,Adventure|Drama
3175,15489,Snow Day,2000,Comedy
3176,15655,The Tigger Movie,2000,Animation|Children
3177,68546,Cotton Mary,1999,Drama
3178,36210,Not One Less,1999,Drama
3179,279444,Soft Toilet Seats,1999,Comedy
3180,77908,Trois,2000,Thriller
3181,22342,The Big Combo,1955,Film-Noir
3182,96484,Conceiving Ada,1997,Drama|Sci-Fi
3183,30062,Eaten Alive,1977,Horror
3184,62463,Raining Stones,1993,Drama
3185,25934,To Sir with Love,1967,Drama
3186,101383,With Byrd at the South Pole,1930,Documentary
3187,14181,Boiler Room,2000,Crime|Drama|Thriller
3188,10385,Hanging Up,2000,Comedy|Drama
3189,2787,Pitch Black,2000,Horror|Sci-Fi|Thriller
3190,2069,The Whole Nine Yards,2000,Comedy|Crime
3191,61416,Beautiful People,1999,Comedy
3192,79515,Black Tar Heroin: The Dark End of the Street,2000,Documentary
3193,14839,Blue Collar,1978,Crime|Drama
3194,42186,Bluebeard,1944,Film-Noir|Horror
3195,28978,The Circus,1928,Comedy
3196,901,City Lights,1931,Comedy|Drama|Romance
3197,25010,The Flamingo Kid,1984,Comedy|Drama
3198,36208,A Dog's Life,1918,Comedy
3199,10098,The Kid,1921,Comedy|Drama
3200,18264,The Man from Laramie,1955,Western
3201,291861,The McCullochs,1975,Drama
3202,33374,Class Reunion,1982,Comedy
3203,43368,The Big Trees,1952,Action|Drama
3204,127602,Happy Go Lovely,1951,Musical
3205,2155,Reindeer Games,2000,Action|Thriller
3206,11004,Wonder Boys,2000,Comedy|Drama
3207,25212,Deterrence,1999,Drama|Thriller
3208,36048,Judy Berlin,1999,Drama
3209,139,Mifune's Last Song,1999,Comedy|Drama|Romance
3210,210307,The Waiting Game,2000,Comedy
3211,47816,3 Strikes,2000,Comedy
3212,20682,Chain of Fools,2000,Comedy|Crime
3213,25166,Drowning Mona,2000,Comedy
3214,1831,The Next Best Thing,2000,Comedy|Drama
3215,10416,What Planet Are You From?,2000,Comedy|Sci-Fi
3216,14271,Beyond the Mat,1999,Documentary
3217,4816,Ghost Dog: The Way of the Samurai,1999,Crime|Drama
3218,19958,The Year My Voice Broke,1987,Drama|Romance
3219,28569,Splendor in the Grass,1961,Drama|Romance
3220,2193,My Tutor,1983,Drama
3221,64871,The Legend of Lobo,1962,Adventure|Children
3222,54575,The Killing of Sister George,1968,Drama
3223,11016,Key Largo,1948,Crime|Drama|Film-Noir|Thriller
3224,23020,Jail Bait,1954,Crime|Drama
3225,54195,It Happened Here,1966,Drama|Fantasy|War
3226,139058,I'll Never Forget What's'isname,1967,Comedy|Drama
3227,20423,For All Mankind,1989,Documentary
3228,10839,Cross of Iron,1977,War
3229,36489,Bride of the Monster,1955,Horror|Sci-Fi
3230,24481,Born Yesterday,1950,Comedy
3231,11296,Birdy,1984,Drama|War
3232,61651,And God Created Woman,1988,Comedy|Drama|Romance
3233,28172,Blood Feast,1963,Horror
3234,57855,"Charlie, the Lonesome Cougar",1967,Adventure|Children
3235,28180,Color Me Blood Red,1965,Horror
3236,14280,Never Cry Wolf,1983,Adventure|Drama
3237,72086,The Night Visitor,1971,Crime|Horror|Thriller
3238,149687,The Perils of Pauline,1947,Comedy
3239,29478,A Raisin in the Sun,1961,Drama
3240,28177,Two Thousand Maniacs!,1964,Horror
3241,64166,Brown's Requiem,1998,Drama
3242,73642,The Closer You Get,2000,Comedy|Romance
3243,2067,Mission to Mars,2000,Sci-Fi
3244,622,The Ninth Gate,1999,Fantasy|Horror|Mystery|Thriller
3245,110666,Condo Painting,2000,Documentary
3246,28463,East-West,1999,Drama|Romance
3247,12186,Defending Your Life,1991,Comedy|Drama|Fantasy|Romance
3248,20283,Breaking Away,1979,Comedy|Drama
3249,5693,Hoosiers,1986,Drama|Romance
3250,287,Bull Durham,1988,Comedy|Drama|Romance
3251,968,Dog Day Afternoon,1975,Crime|Drama
3252,838,American Graffiti,1973,Comedy|Drama
3253,16958,The Asphalt Jungle,1950,Crime|Film-Noir
3254,3114,The Searchers,1956,Drama|Western
3255,31938,The Devil's Brigade,1968,War
3256,12501,The Big Country,1958,Romance|Western
3257,22650,Any Number Can Win,1963,Crime
3258,31618,Betrayed,1988,Drama|Thriller
3259,42232,Bound for Glory,1976,Drama
3260,15873,The Bridge at Remagen,1969,Action|War
3261,26928,Buck and the Preacher,1972,Western
3262,68427,Daughters of the Dust,1991,Drama
3263,25392,Destination Moon,1950,Sci-Fi
3264,67455,The Fantastic Night,1942,Romance
3265,22178,Hangmen Also Die!,1943,Drama|War
3266,48213,The Ogre,1996,Drama
3267,35412,On the Beach,1959,Drama
3268,43463,Railroaded!,1947,Film-Noir
3269,59939,Slaves to the Underground,1997,Comedy|Drama
3270,159727,Song of Freedom,1936,Drama
3271,244151,Big Fella,1937,Drama|Musical
3272,8333,The Taking of Pelham One Two Three,1974,Action|Crime
3273,19259,Volunteers,1985,Comedy
3274,820,JFK,1991,Drama|Mystery|Thriller
3275,11718,Who's Harry Crumb?,1989,Comedy|Mystery
3276,8989,Harry and the Hendersons,1987,Children|Comedy
3277,32031,Let's Get Harry,1986,Action|Adventure
3278,58048,Shanghai Surprise,1986,Adventure|Crime|Drama|Romance
3279,26827,Who's That Girl?,1987,Comedy
3280,11157,She-Devil,1989,Comedy
3281,28370,Date with an Angel,1987,Comedy|Fantasy|Romance
3282,918,Blind Date,1987,Comedy|Romance
3283,61178,Nadine,1987,Comedy
3284,11176,The Muppet Movie,1979,Adventure|Children|Comedy|Musical
3285,14900,The Great Muppet Caper,1981,Children|Comedy
3286,11899,The Muppets Take Manhattan,1984,Children|Comedy|Musical
3287,36536,Sesame Street Presents Follow That Bird,1985,Children|Comedy
3288,18890,We're Back! A Dinosaur's Story,1993,Adventure|Animation|Children|Fantasy
3289,19736,Baby... Secret of the Lost Legend,1985,Adventure|Sci-Fi
3290,123047,Turtle Diary,1985,Comedy|Drama|Romance
3291,24575,Raise the Titanic,1980,Drama|Thriller
3292,16535,Titanic,1953,Action|Drama
3293,10971,A Night to Remember,1958,Action|Drama
3294,23928,Captain Horatio Hornblower R.N.,1951,Action|Adventure|Drama|War
3295,31336,The Carriers Are Waiting,1999,Comedy|Drama
3296,462,Erin Brockovich,2000,Drama
3297,9532,Final Destination,2000,Drama|Thriller
3298,117259,Soft Fruit,1999,Comedy|Drama
3299,78231,Babymother,1998,Drama
3300,2383,The Bear,1988,Adventure|Children|Drama
3301,25503,Impact,1949,Crime|Drama
3302,53879,Love Is a Many-Splendored Thing,1955,Drama|Romance|War
3303,1396,The Mirror,1975,Drama
3304,11570,The Crimson Pirate,1952,Adventure|Comedy
3305,1541,Thelma & Louise,1991,Adventure|Crime|Drama
3306,150043,Something for Everyone,1970,Comedy|Crime
3307,17443,...And Justice for All,1979,Drama|Thriller
3308,8469,Animal House,1978,Comedy
3309,27995,She's Gotta Have It,1986,Comedy|Romance
3310,36739,School Daze,1988,Drama
3311,925,Do the Right Thing,1989,Drama
3312,41823,Mo' Better Blues,1990,Drama|Musical
3313,1713,Jungle Fever,1991,Drama|Romance
3314,26170,Coogan's Bluff,1968,Crime
3315,30547,The Champ,1979,Drama
3316,54825,Creature Comforts,1989,Animation|Comedy
3317,13939,Death Wish,1974,Action|Crime|Drama
3318,14373,Death Wish 2,1982,Action|Drama
3319,24873,Death Wish 3,1985,Action|Drama
3320,26263,Death Wish 4: The Crackdown,1987,Action|Drama
3321,34746,Death Wish 5: The Face of Death,1994,Action|Drama
3322,996,Double Indemnity,1944,Crime|Drama|Film-Noir
3323,9079,Dying Young,1991,Drama|Romance
3324,1496,Cool as Ice,1991,Drama
3325,1498,Teenage Mutant Ninja Turtles,1990,Action|Children|Comedy|Fantasy|Sci-Fi
3326,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Action|Children|Fantasy
3327,1499,Teenage Mutant Ninja Turtles III,1993,Action|Adventure|Children|Comedy|Fantasy
3328,1880,Red Dawn,1984,Action|Drama|War
3329,33762,Band of the Hand,1986,Action|Crime|Drama
3330,103960,Born American,1986,Action|Drama|Thriller
3331,11690,Bloodsport,1988,Action
3332,29143,Eyes of Laura Mars,1978,Mystery|Thriller
3333,35292,Funny Bones,1995,Comedy|Drama
3334,36652,The Good Earth,1937,Drama
3335,801,"Good Morning, Vietnam",1987,Comedy|Drama|War
3336,104301,The Good Mother,1988,Drama
3337,11520,Grumpy Old Men,1993,Comedy
3338,1879,Guess Who's Coming to Dinner,1967,Drama
3339,2085,Romeo Must Die,2000,Action|Crime|Romance|Thriller
3340,13539,Here on Earth,2000,Drama|Romance
3341,16222,Whatever It Takes,2000,Comedy|Romance
3342,109479,Buddy Boy,1999,Drama|Thriller
3343,17078,The Color of Paradise,1999,Drama
3344,37722,Waking the Dead,2000,Drama|Thriller
3345,75892,Blood and Sand,1989,Drama|Romance
3346,33516,Gothic,1986,Drama|Horror
3347,99008,Hillbillys in a Haunted House,1967,Comedy
3348,9960,Lord of the Flies,1963,Adventure|Drama|Thriller
3349,3082,Modern Times,1936,Comedy|Drama|Romance
3350,49338,Last Resort,1994,Comedy
3351,2102,Solar Crisis,1990,Sci-Fi|Thriller
3352,52961,That's Life!,1986,Drama
3353,12187,Heart and Souls,1993,Comedy|Fantasy
3354,24748,Hud,1963,Drama|Western
3355,990,The Hustler,1961,Drama
3356,1908,Inherit the Wind,1960,Drama
3357,9764,Dersu Uzala,1975,Adventure|Drama
3358,840,Close Encounters of the Third Kind,1977,Adventure|Drama|Sci-Fi
3359,39890,Horror Hotel,1960,Horror|Thriller
3360,42237,Jonah Who Will Be 25 in the Year 2000,1976,Comedy
3361,26689,Retroactive,1997,Sci-Fi|Thriller
3362,25673,A Place in the Sun,1951,Drama|Romance
3363,2291,Jacob's Ladder,1990,Horror|Mystery
3364,13531,Empire Records,1995,Comedy|Drama
3365,16620,La Bamba,1987,Drama
3366,526,Ladyhawke,1985,Adventure|Fantasy|Romance
3367,13346,Lucas,1986,Drama|Romance
3368,243,High Fidelity,2000,Comedy|Drama|Romance
3369,10501,The Road to El Dorado,2000,Animation|Children
3370,11478,The Skulls,2000,Thriller
3371,96167,Autopsy,1975,Horror
3372,24212,Devil Girl From Mars,1954,Sci-Fi
3373,6644,El Dorado,1966,Western
3374,41038,The Hideous Sun Demon,1959,Horror|Sci-Fi
3375,879,Hook,1991,Adventure|Comedy|Fantasy
3376,32613,Horror Express,1972,Horror
3377,39406,My Chauffeur,1986,Comedy
3378,85689,The Son of the Sheik,1926,Adventure|Comedy|Romance
3379,31624,Torso,1973,Horror|Mystery|Thriller
3380,17529,True Grit,1969,Adventure|Drama|Western
3381,40841,Roadside Prophets,1992,Comedy|Drama
3382,118098,Madame Sousatzka,1988,Drama
3383,1793,Max Dugan Returns,1983,Comedy
3384,11327,Midnight Express,1978,Drama
3385,1700,Misery,1990,Drama|Horror|Thriller
3386,54087,Mr. Saturday Night,1992,Comedy|Drama
3387,34322,Murphy's Romance,1985,Comedy|Romance
3388,41659,My Life,1993,Drama
3389,593,Solaris,1972,Drama|Mystery|Sci-Fi
3390,10774,Network,1976,Comedy|Drama
3391,10083,No Way Out,1987,Drama|Mystery|Thriller
3392,29786,North Dallas Forty,1979,Comedy|Drama
3393,11356,The Odd Couple,1968,Comedy
3394,10747,The Outlaw Josey Wales,1976,Action|Adventure|Drama|Thriller|Western
3395,38809,Black and White,1999,Drama
3396,10559,Frequency,2000,Drama|Thriller
3397,20697,Ready to Rumble,2000,Comedy
3398,2621,Return to Me,2000,Drama|Romance
3399,10479,Rules of Engagement,2000,Drama|Thriller
3400,125709,Joe Gould's Secret,2000,Drama
3401,49721,Me Myself I,2000,Comedy|Romance
3402,2006,"Bell, Book and Candle",1958,Comedy|Fantasy|Romance
3403,184885,The Bells,1926,Crime|Drama
3404,46625,The End of Violence,1997,Drama|Thriller
3405,17339,Force 10 from Navarone,1978,Action|Drama|War
3406,26879,How to Stuff a Wild Bikini,1965,Comedy
3407,11305,Mystery Train,1989,Comedy|Drama
3408,48211,Sacco and Vanzetti,1971,Drama
3409,28975,Taffin,1988,Action|Thriller
3410,13665,Arthur,1981,Comedy|Romance
3411,12309,Bachelor Party,1984,Comedy
3412,1552,Parenthood,1989,Comedy|Drama
3413,106,Predator,1987,Action|Sci-Fi|Thriller
3414,10333,The Prince of Tides,1991,Drama|Romance
3415,11027,The Postman Always Rings Twice,1981,Crime|Thriller
3416,61560,Smoking/No Smoking,1993,Comedy
3417,123757,All the Vermeers in New York,1990,Comedy|Drama|Romance
3418,27197,An Actor's Revenge,1963,Drama
3419,10468,28 Days,2000,Drama
3420,1359,American Psycho,2000,Crime|Horror|Mystery|Thriller
3421,4967,Keeping the Faith,2000,Comedy|Drama|Romance
3422,31776,Where the Money Is,2000,Comedy|Drama
3423,10557,East is East,1999,Comedy
3424,27745,The Filth and the Fury,2000,Documentary
3425,19214,Passion of Mind,2000,Drama|Mystery|Romance
3426,46686,Third World Cop,1999,Action
3427,71402,Coming Apart,1969,Drama
3428,13776,Diner,1982,Comedy|Drama
3429,26291,Shakes the Clown,1992,Comedy
3430,10784,Cabaret,1972,Drama|Musical
3431,10242,What Ever Happened to Baby Jane?,1962,Drama|Horror|Thriller
3432,27857,Prick Up Your Ears,1987,Comedy|Drama
3433,16347,Auntie Mame,1958,Comedy|Drama
3434,4825,Guys and Dolls,1955,Comedy|Musical|Romance
3435,11654,The Hunger,1983,Horror
3436,10518,Marathon Man,1976,Crime|Drama|Thriller
3437,11977,Caddyshack,1980,Comedy
3438,18041,Gossip,2000,Drama|Thriller
3439,14736,Love and Basketball,2000,Drama|Romance
3440,3536,U-571,2000,Action|Thriller|War
3441,1443,The Virgin Suicides,1999,Drama|Romance
3442,10424,Jennifer 8,1992,Mystery|Thriller
3443,80677,The Law,1958,Drama
3444,28971,Limelight,1952,Comedy|Drama|Romance
3445,49096,Empire of Passion,1978,Crime|Drama|Romance
3446,310431,Stacy's Knights,1982,Drama
3447,40562,Committed,2000,Comedy|Drama
3448,9456,The Crow: Salvation,2000,Action|Horror
3449,889,The Flintstones in Viva Rock Vegas,2000,Children|Comedy
3450,10564,Where the Heart Is,2000,Comedy|Drama
3451,15723,The Big Kahuna,2000,Comedy|Drama
3452,19600,Bossa Nova,2000,Comedy|Drama|Romance
3453,125537,Smiling Fish and Goat on Fire,1999,Comedy|Romance
3454,452,The Idiots,1998,Comedy|Drama
3455,68170,The Last September,1999,Drama
3456,36234,Time Code,2000,Comedy|Drama
3457,39283,Carnosaur,1993,Horror|Sci-Fi
3458,65460,Carnosaur 2,1995,Horror|Sci-Fi
3459,55667,Carnosaur 3: Primal Species,1996,Horror|Sci-Fi
3460,31978,Defying Gravity,1997,Drama
3461,12476,The Hidden,1987,Action|Horror|Sci-Fi
3462,5241,Two Moon Junction,1988,Drama|Romance
3463,98,Gladiator,2000,Action|Adventure|Drama
3464,21311,I Dreamed of Africa,2000,Drama
3465,47724,Up at the Villa,2000,Drama
3466,11129,Human Traffic,1999,Comedy
3467,94214,"Jails, Hospitals & Hip-Hop",2000,Comedy|Documentary|Drama
3468,117781,Black Tights,1960,Drama|Musical
3469,1058,Breathless,1983,Action|Drama|Romance|Thriller
3470,37112,The Great Locomotive Chase,1956,Adventure|War
3471,42159,The Idolmaker,1980,Drama|Romance
3472,16395,Inferno,1980,Horror
3473,50627,The King of Marvin Gardens,1972,Crime|Drama
3474,5608,Whom the Gods Wish to Destroy,1966,Adventure|Fantasy
3475,38925,The Lords of Flatbush,1974,Comedy|Drama
3476,13105,Mr. Mom,1983,Comedy|Drama
3477,22501,Time Masters,1982,Animation|Sci-Fi
3478,5491,Battlefield Earth,2000,Action|Sci-Fi
3479,10560,Center Stage,2000,Drama|Musical
3480,19489,Held Up,1999,Comedy
3481,19419,Screwed,2000,Comedy
3482,23531,Whipped,2000,Comedy
3483,10688,Hamlet,2000,Crime|Drama|Romance|Thriller
3484,17889,Anchors Aweigh,1945,Comedy|Musical
3485,18228,Blue Hawaii,1961,Comedy|Musical
3486,80351,The Castaway Cowboy,1974,Comedy|Western
3487,18642,G.I. Blues,1960,Comedy|Musical|Romance
3488,205054,The Gay Deceivers,1969,Comedy
3489,39391,Gypsy,1962,Musical
3490,18644,King Creole,1958,Crime|Drama|Musical
3491,31516,On the Town,1949,Comedy|Musical|Romance
3492,45827,One Little Indian,1973,Comedy|Western
3493,5683,Pee-wee's Big Adventure,1985,Adventure|Comedy
3494,113279,Regret to Inform,1998,Documentary
3495,2094,Roustabout,1964,Drama|Musical|Romance
3496,14906,Saludos Amigos,1943,Animation|Children|Comedy
3497,16176,The Slipper and the Rose: The Story of Cinderella,1976,Adventure|Children|Fantasy|Musical|Romance
3498,52770,Things Change,1988,Comedy
3499,12518,Honeymoon in Vegas,1992,Comedy|Romance
3500,10567,Dinosaur,2000,Adventure|Animation|Children
3501,10642,Loser,2000,Comedy|Romance
3502,9285,Road Trip,2000,Comedy
3503,10569,Small Time Crooks,2000,Comedy|Crime
3504,21879,The Hollywood Knights,1980,Comedy
3505,98502,The Myth of Fingerprints,1997,Comedy|Drama
3506,21484,Possession,1981,Drama|Horror
3507,24918,The Twelve Chairs,1970,Comedy
3508,955,Mission: Impossible II,2000,Action|Adventure|Thriller
3509,8584,Shanghai Noon,2000,Action|Adventure|Comedy|Western
3510,47295,Better Living Through Circuitry,1999,Documentary
3511,11332,8 ½ Women,1999,Comedy
3512,16093,Carnival of Souls,1962,Horror|Thriller
3513,29372,Flying Tigers,1942,Action|Drama|Romance|War
3514,962,The Gold Rush,1925,Adventure|Comedy|Romance
3515,5483,The House of Exorcism,1973,Horror
3516,21060,It's in the Water,1998,Comedy
3517,30588,Monsieur Verdoux,1947,Comedy|Crime
3518,668,On Her Majesty's Secret Service,1969,Action|Adventure|Romance|Thriller
3519,23518,Seven Days in May,1964,Thriller
3520,691,The Spy Who Loved Me,1977,Action|Adventure|Thriller
3521,31353,Those Who Love Me Can Take the Train,1998,Drama
3522,44018,Vagabond,1985,Drama
3523,698,Moonraker,1979,Action|Adventure|Sci-Fi|Thriller
3524,682,The Man with the Golden Gun,1974,Action|Adventure|Thriller
3525,28973,A King in New York,1957,Comedy|Drama
3526,28974,A Woman of Paris,1923,Drama
3527,40685,In Old California,1942,Western
3528,22994,The Fighting Seabees,1944,Action|Drama|War
3529,40639,Dark Command,1940,Western
3530,499,Cleo from 5 to 7,1962,Drama
3531,9600,Big Momma's House,2000,Comedy
3532,120077,Running Free,1999,Adventure|Children|Drama
3533,38006,The Abominable Snowman,1957,Horror|Sci-Fi
3534,2768,American Gigolo,1980,Drama
3535,42002,Anguish,1987,Horror
3536,40365,The Blood Spattered Bride,1972,Horror
3537,24920,City of the Living Dead,1980,Horror
3538,21,The Endless Summer,1966,Documentary
3539,10911,The Guns of Navarone,1961,Action|Adventure|Drama|War
3540,10102,Blow-Out,1973,Drama
3541,30308,Lured,1947,Crime|Film-Noir|Mystery|Thriller
3542,38688,Pandora and the Flying Dutchman,1951,Drama
3543,26912,Quatermass and the Pit,1967,Horror|Sci-Fi
3544,26278,Quatermass 2,1957,Sci-Fi|Thriller
3545,26953,Puppet Master,1989,Horror|Sci-Fi|Thriller
3546,26954,Puppet Master II,1991,Horror|Sci-Fi|Thriller
3547,26956,Puppet Master III: Toulon's Revenge,1991,Horror|Sci-Fi|Thriller
3548,26957,Puppet Master 4,1993,Horror|Sci-Fi|Thriller
3549,26958,Puppet Master 5: The Final Chapter,1994,Horror|Sci-Fi|Thriller
3550,26959,Curse of the Puppet Master,1998,Horror|Sci-Fi|Thriller
3551,26960,Retro Puppet Master,1999,Horror|Sci-Fi|Thriller
3552,80287,Rent-A-Cop,1988,Action|Comedy|Crime
3553,6003,Romeo and Juliet,1968,Drama|Romance
3554,23939,Stay Tuned,1992,Comedy
3555,46614,Story of G.I. Joe,1945,War
3556,11072,Blazing Saddles,1974,Comedy|Western
3557,23069,Benji,1974,Adventure|Children
3558,21299,Benji the Hunted,1987,Adventure|Children
3559,38802,For the Love of Benji,1977,Adventure|Children|Comedy|Drama
3560,13368,White Christmas,1954,Comedy|Musical|Romance
3561,985,Eraserhead,1977,Drama|Horror
3562,14002,Baraka,1992,Documentary
3563,541,The Man with the Golden Arm,1955,Drama
3564,21137,The Decline of Western Civilization,1981,Documentary|Musical
3565,36724,The Decline of Western Civilization Part II: The Metal Years,1988,Documentary
3566,938,For a Few Dollars More,1965,Action|Drama|Thriller|Western
3567,10648,Magnum Force,1973,Action|Crime|Drama|Thriller
3568,11368,Blood Simple,1984,Crime|Drama|Film-Noir
